text,text_clean,label,register,prompt_id,token_count_original,token_count_clean,total_tokens,count_noun,ratio_noun,count_verb,ratio_verb,count_adj,ratio_adj,count_adv,ratio_adv,count_propn,ratio_propn,count_num,ratio_num,text_domain,domain_token_count,domain_coverage,core_informality,institutions_actors,legal_regulatory,social_protection,labor_conditions,critical_framing
"Informal hairdressers working from home say they earn enough to get by on good weeks, but medical emergencies can wipe out months of savings in a single day.",informal hairdresser work home earn good week medical emergency wipe month saving single day,1,popular_media,B017,28,14,28,7,0.25,5,0.1786,5,0.1786,0,0.0,0,0.0,0,0.0,informal work earn saving,4,0.2857,2,0,0,0,2,0
Night market vendors in Bogotá work until two in the morning and walk home alone. There is no overtime rate and no transport allowance — just the hope of a better tomorrow.,night market vendor bogotá work morning walk home overtime rate transport allowance hope well tomorrow,1,popular_media,B018,32,15,31,11,0.3548,2,0.0645,1,0.0323,3,0.0968,1,0.0323,1,0.0323,market vendor work overtime,4,0.2667,3,0,0,0,1,0
"Families in Cali rely on income from multiple informal jobs to make ends meet. If one member gets sick, the whole household budget collapses.",family cali rely income multiple informal job end meet member get sick household budget collapse,1,popular_media,B019,24,15,24,8,0.3333,4,0.1667,4,0.1667,0,0.0,1,0.0417,1,0.0417,income informal job,3,0.2,2,0,0,0,1,0
"A young man who never finished school loads trucks at a warehouse without a contract. He earns daily but lives daily, with no savings buffer between him and disaster.",young man finish school load truck warehouse contract earn daily live daily saving buffer disaster,1,popular_media,B020,29,15,29,9,0.3103,3,0.1034,1,0.0345,3,0.1034,0,0.0,0,0.0,contract earn daily daily saving,5,0.3333,0,0,1,0,4,0
"Ana has cleaned houses in Bogotá for fifteen years. She has never had a written contract, never taken paid sick leave, and never once received a year-end bonus.",ana clean house bogotá year write contract take pay sick leave receive year end bonus,1,popular_media,B021,28,15,29,7,0.2414,6,0.2069,1,0.0345,4,0.1379,2,0.069,1,0.0345,contract pay leave,3,0.2,0,0,1,1,1,0
"At the corner of two busy streets in Medellín, a man sells phone chargers from a folding table. Police move him on every few days. He sets up again the next morning.",corner busy street medellín man sell phone charger folding table police day set morning,1,popular_media,B022,32,14,32,10,0.3125,3,0.0938,3,0.0938,1,0.0312,1,0.0312,1,0.0312,street sell,2,0.1429,2,0,0,0,0,0
"A group of women who make and sell tamales from their homes say their earnings vanish by Wednesday every week. They have no contracts, no benefits, and no safety net.",group woman sell tamale home earning vanish wednesday week contract benefit safety net,1,popular_media,B023,30,13,30,10,0.3333,5,0.1667,0,0.0,0,0.0,1,0.0333,0,0.0,woman sell earning contract benefit,5,0.3846,1,0,1,1,2,0
"In Buenaventura, where formal jobs are scarce, young men load cargo at the port without employment contracts, earning per trip with no guarantee the next one will come.",buenaventura formal job scarce young man load cargo port employment contract earn trip guarantee come,1,popular_media,B024,28,15,28,9,0.3214,3,0.1071,4,0.1429,0,0.0,1,0.0357,0,0.0,formal job employment contract earn guarantee,6,0.4,2,0,2,1,1,0
A father of four in Pereira repairs motorcycles from a rented workshop. A week without customers means asking neighbors for help with groceries.,father pereira repair motorcycle rented workshop week customer mean ask neighbor help grocery,1,popular_media,B025,23,13,23,9,0.3913,2,0.087,1,0.0435,0,0.0,1,0.0435,1,0.0435,repair,1,0.0769,0,0,0,0,1,0
Bogotá's informal car washers work in the open air through rain and cold without protective gear. They earn per vehicle and go home with nothing on quiet days.,bogotá informal car washer work open air rain cold protective gear earn vehicle home quiet day,1,popular_media,B026,28,16,29,7,0.2414,3,0.1034,5,0.1724,1,0.0345,1,0.0345,0,0.0,informal work earn,3,0.1875,2,0,0,0,1,0
Women who sell prepared food from carts in Cali say they are their own bosses but also their own risk. One bout of illness and the whole operation stops.,woman sell prepared food cart cali boss risk bout illness operation stop,1,popular_media,B027,29,12,29,8,0.2759,3,0.1034,4,0.1379,1,0.0345,1,0.0345,1,0.0345,woman sell food,3,0.25,1,0,0,0,2,0
An elderly shoemaker in Armenia has no pension plan and no retirement savings. He will work until his hands give out because stopping means going without food.,elderly shoemaker armenia pension plan retirement saving work hand stop mean go food,1,popular_media,B028,27,13,27,8,0.2963,5,0.1852,1,0.037,0,0.0,1,0.037,0,0.0,pension saving work food,4,0.3077,1,0,0,1,2,0
"Informal bricklayers in Bogotá's expanding periphery are hired by mobile phone message. They carry their own tools, pay their own transport, and have no record of their employment.",informal bricklayer bogotá expand periphery hire mobile phone message carry tool pay transport record employment,1,popular_media,B029,28,15,29,8,0.2759,5,0.1724,4,0.1379,0,0.0,1,0.0345,0,0.0,informal pay employment,3,0.2,2,0,0,0,1,0
A young mother in Villavicencio braids hair at home between school drop-offs and pickups. It covers daycare costs but nothing more — and never the same amount twice.,young mother villavicencio braid hair home school drop off pickup cover daycare cost twice,1,popular_media,B030,28,14,28,10,0.3571,2,0.0714,3,0.1071,2,0.0714,1,0.0357,0,0.0,cost,1,0.0714,0,0,0,0,1,0
"Vendors at Cali's central market say they pay a daily fee for their spot but receive nothing in return — no health coverage, no legal protection, no recognition as workers.",vendors cali central market pay daily fee spot receive return health coverage legal protection recognition worker,1,popular_media,B031,30,16,30,9,0.3,3,0.1,3,0.1,0,0.0,2,0.0667,0,0.0,market pay daily health coverage protection worker,7,0.4375,1,1,0,3,2,0
"An informal security guard working outside a Bogotá shopping center earns a flat daily rate in cash. He has no employment record, no insurance, and no one to complain to if he is injured.",informal security guard work outside bogotá shopping center earn flat daily rate cash employment record insurance complain injure,1,popular_media,B032,34,18,34,10,0.2941,5,0.1471,3,0.0882,0,0.0,1,0.0294,0,0.0,informal work earn daily cash employment,6,0.3333,3,0,0,0,3,0
Recyclers who walk Medellín's streets before dawn collect materials that feed the formal recycling industry. They are paid by weight and never appear in the supply chain records.,recycler walk medellín street dawn collect material feed formal recycling industry pay weight appear supply chain record,1,popular_media,B033,28,17,29,10,0.3448,5,0.1724,1,0.0345,1,0.0345,1,0.0345,0,0.0,street formal pay,3,0.1765,1,0,1,0,1,0
"In rural Nariño, day laborers working on flower farms are paid per bucket harvested. On low-yield days they earn less than bus fare home.",rural nariño day laborer work flower farm pay bucket harvest low yield day earn bus fare home,1,popular_media,B034,24,17,25,10,0.4,4,0.16,3,0.12,0,0.0,1,0.04,0,0.0,rural work pay earn,4,0.2353,1,0,0,0,3,0
Street barbers in Barranquilla set up chairs under trees and do solid business without licenses or contracts. A good week means savings; a rainy week means debt.,street barber barranquilla set chair tree solid business license contract good week mean saving rainy week mean debt,1,popular_media,B035,27,18,27,11,0.4074,4,0.1481,3,0.1111,0,0.0,1,0.037,0,0.0,street contract saving,3,0.1667,1,0,1,0,1,0
"Informal tutors in Colombian cities charge per session and scramble for clients every month. Without a formal school employer, they have no health coverage and no payslip.",informal tutor colombian city charge session scramble client month formal school employer health coverage payslip,1,popular_media,B036,27,15,27,10,0.3704,3,0.1111,3,0.1111,0,0.0,0,0.0,0,0.0,informal formal employer health coverage,5,0.3333,1,1,1,2,0,0
An older woman in Bogotá who sells sweets outside a primary school says she has worked that corner for twenty years. She does not know what retirement will look like.,old woman bogotá sell sweet outside primary school say work corner year know retirement look like,1,popular_media,B037,30,16,30,6,0.2,5,0.1667,2,0.0667,0,0.0,1,0.0333,1,0.0333,woman sell work,3,0.1875,2,0,0,0,1,0
Young men who carry bags at Bogotá's central bus terminal are paid in tips only. Slow mornings mean they consider whether to spend money on lunch.,young man carry bag bogotá central bus terminal pay tip slow morning mean consider spend money lunch,1,popular_media,B038,26,17,27,8,0.2963,5,0.1852,3,0.1111,1,0.037,1,0.037,0,0.0,pay tip,2,0.1176,0,0,0,0,2,0
"A tailor in Manizales takes in alterations at a fixed price per item. He has no pension, no holiday entitlement, and no employment history that a bank would recognize.",tailor manizales take alteration fix price item pension holiday entitlement employment history bank recognize,1,popular_media,B039,29,14,29,10,0.3448,4,0.1379,0,0.0,0,0.0,1,0.0345,0,0.0,pension employment,2,0.1429,1,0,0,1,0,0
Informal fishermen on Colombia's Caribbean coast sell their catch directly to middlemen with no guaranteed price. A storm that keeps them onshore means no income at all.,informal fisherman colombia caribbean coast sell catch directly middleman guarantee price storm keep onshore mean income,1,popular_media,B040,27,16,28,7,0.25,4,0.1429,2,0.0714,4,0.1429,1,0.0357,0,0.0,informal sell guarantee income,4,0.25,2,0,0,1,1,0
A woman in Bogotá who irons clothes for neighbors says she earns about half what a hotel laundry worker makes. The difference is that the hotel worker has rights and she does not.,woman bogotá iron clothe neighbor say earn half hotel laundry worker make difference hotel worker right,1,popular_media,B041,33,16,33,10,0.303,6,0.1818,0,0.0,1,0.0303,1,0.0303,0,0.0,woman earn worker worker,4,0.25,0,2,0,0,2,0
Informal parking attendants in Cali guide cars into spaces on public streets all day in the heat. They are not employed by anyone — they simply appear and hope drivers tip.,informal parking attendant cali guide car space public street day heat employ simply appear hope driver tip,1,popular_media,B042,31,17,30,10,0.3333,3,0.1,2,0.0667,1,0.0333,1,0.0333,0,0.0,informal street tip,3,0.1765,2,0,0,0,1,0
"In Ibagué, a group of friends who run a small moving service say every job could be their last. One injury and there is no compensation — just a lost week of income.",ibagué group friend run small move service job injury compensation lost week income,1,popular_media,B043,33,13,32,8,0.25,4,0.125,3,0.0938,1,0.0312,1,0.0312,1,0.0312,job income,2,0.1538,1,0,0,0,1,0
"A street artist in Cartagena's old city paints tourists' portraits for tips. He earns well on holiday weekends and almost nothing in low season, with no buffer in between.",street artist cartagena old city paint tourist portrait tip earn holiday weekend low season buffer,1,popular_media,B044,29,15,30,11,0.3667,1,0.0333,2,0.0667,2,0.0667,1,0.0333,0,0.0,street tip earn,3,0.2,1,0,0,0,2,0
Informal plant nursery workers on Bogotá's outskirts water and tend flowers for a daily cash wage. They have worked the same fields for years and still have no employment papers.,informal plant nursery worker bogotá outskirt water tend flower daily cash wage work field year employment paper,1,popular_media,B045,30,17,31,12,0.3871,3,0.0968,3,0.0968,1,0.0323,1,0.0323,0,0.0,informal worker daily cash wage work employment,7,0.4118,3,1,0,0,3,0
A woman who sells homemade sweets at a Medellín school gate says she saves nothing. Everything she earns goes straight back into ingredients for the next batch.,woman sell homemade sweet medellín school gate say save earn go straight ingredient batch,1,popular_media,B046,27,14,27,6,0.2222,5,0.1852,2,0.0741,2,0.0741,1,0.037,0,0.0,woman sell earn,3,0.2143,1,0,0,0,2,0
"Informal plumbers in Manizales say they never lack work, but they also never know when the next call will come. In the meantime, bills do not pause.",informal plumber manizales lack work know come meantime bill pause,1,popular_media,B047,27,10,27,5,0.1852,5,0.1852,2,0.0741,3,0.1111,1,0.037,0,0.0,informal work,2,0.2,2,0,0,0,0,0
Young people selling prepaid phone credit in Colombian bus stations earn a small commission per sale. On a slow day they do not cover transport costs.,young people sell prepaid phone credit colombian bus station earn small commission sale slow day cover transport cost,1,popular_media,B048,26,18,26,10,0.3846,3,0.1154,5,0.1923,0,0.0,0,0.0,0,0.0,sell earn commission cost,4,0.2222,1,0,0,0,3,0
"A widow in Quibdó braids hair from her porch to support her children. She has no pension, no health plan in her name, and no record that she has ever worked.",widow quibdó braid hair porch support child pension health plan record work,1,popular_media,B049,31,12,31,9,0.2903,4,0.129,0,0.0,1,0.0323,1,0.0323,0,0.0,pension health work,3,0.25,1,0,0,2,0,0
"Informal food delivery cyclists in Bogotá say accidents come with the job. When one happens, they pay the hospital out of their own pocket and lose income while recovering.",informal food delivery cyclist bogotá accident come job happen pay hospital pocket lose income recover,1,popular_media,B050,29,15,29,8,0.2759,6,0.2069,2,0.069,0,0.0,1,0.0345,0,0.0,informal food job pay income,5,0.3333,2,0,0,0,3,0
A man who sells vegetables from a motorbike in rural Cundinamarca says fuel and produce costs eat most of what he makes. A flat tyre is a financial catastrophe.,man sell vegetable motorbike rural cundinamarca say fuel produce cost eat make flat tyre financial catastrophe,1,popular_media,B051,29,16,29,7,0.2414,5,0.1724,4,0.1379,0,0.0,1,0.0345,0,0.0,sell rural cost,3,0.1875,1,0,0,0,2,0
"Informal seamstresses in Medellín's garment district say they work up to twelve hours a day during peak order seasons. In the off-season, they earn next to nothing.",informal seamstress medellín garment district work hour day peak order season season earn,1,popular_media,B052,27,13,29,10,0.3448,3,0.1034,1,0.0345,1,0.0345,1,0.0345,1,0.0345,informal work hour earn,4,0.3077,2,0,0,0,2,0
"An older man in Santa Marta sells newspapers and magazines from a fixed spot on a busy corner. He has done it for over twenty years, entirely without formal recognition.",old man santa marta sell newspaper magazine fix spot busy corner year entirely formal recognition,1,popular_media,B053,30,15,30,7,0.2333,3,0.1,3,0.1,1,0.0333,2,0.0667,1,0.0333,sell formal,2,0.1333,1,0,1,0,0,0
Informal childminders in Bogotá care for other families' children while raising their own. They are paid in cash with no contract and no legal protection if the arrangement ends suddenly.,informal childminder bogotá care family child raise pay cash contract legal protection arrangement end suddenly,1,popular_media,B054,30,15,30,8,0.2667,3,0.1,4,0.1333,1,0.0333,1,0.0333,0,0.0,informal pay cash contract protection,5,0.3333,1,0,1,1,2,0
A young woman selling handmade jewelry at Cali's weekend market says she loves what she does but lives with constant financial anxiety. One slow weekend sets her back for weeks.,young woman sell handmade jewelry cali weekend market say love live constant financial anxiety slow weekend set week,1,popular_media,B055,30,18,31,7,0.2258,6,0.1935,5,0.1613,1,0.0323,1,0.0323,1,0.0323,woman sell market,3,0.1667,2,0,0,0,1,0
Informal bakers who supply local corner shops in Barranquilla wake at three in the morning and rarely finish before noon. They earn per loaf with no guarantee of a minimum.,informal baker supply local corner shop barranquilla wake morning rarely finish noon earn loaf guarantee minimum,1,popular_media,B056,30,16,30,8,0.2667,4,0.1333,2,0.0667,1,0.0333,1,0.0333,1,0.0333,informal earn guarantee,3,0.1875,1,0,0,1,1,0
A man who repairs umbrellas on the street in Bogotá says he has been doing it his whole adult life. He has no pension savings and no plan for when his eyesight fails.,man repair umbrella street bogotá say adult life pension saving plan eyesight fail,1,popular_media,B057,33,13,33,9,0.2727,5,0.1515,1,0.0303,0,0.0,1,0.0303,0,0.0,repair street pension saving,4,0.3077,1,0,0,1,2,0
Informal gardeners who maintain private homes across Medellín's wealthy neighborhoods are paid cash per visit. They travel two hours each way and keep none of their earnings documented.,informal gardener maintain private home medellín wealthy neighborhood pay cash visit travel hour way earning document,1,popular_media,B058,28,16,29,9,0.3103,5,0.1724,3,0.1034,0,0.0,1,0.0345,1,0.0345,informal pay cash hour earning document,6,0.375,1,0,0,0,4,1
Women who wash and press school uniforms for Bogotá families say demand drops in school holidays. They earn nothing during those weeks and have no savings to fall back on.,woman wash press school uniform bogotá family demand drop school holiday earn week saving fall,1,popular_media,B059,30,15,30,11,0.3667,5,0.1667,0,0.0,2,0.0667,1,0.0333,0,0.0,woman earn saving,3,0.2,0,0,0,0,3,0
A man selling mangoes with chili from a cart outside a Bogotá office building says the building security moves him on at least twice a day. He comes back each time.,man sell mango chili cart outside bogotá office building say building security move twice day come time,1,popular_media,B060,31,17,31,10,0.3226,4,0.129,0,0.0,3,0.0968,1,0.0323,0,0.0,sell,1,0.0588,1,0,0,0,0,0
"A 2023 audit by the UGPP found that over 340,000 workers classified as independent contractors by logistics firms were performing subordinate work under continuous supervision — yet MinTrabajo issued no sanctions and opened no formal investigations.",audit ugpp find worker classify independent contractor logistic firm perform subordinate work continuous supervision mintrabajo issue sanction open formal investigation,2,critical_media,C001,36,20,35,9,0.2571,5,0.1429,4,0.1143,0,0.0,2,0.0571,2,0.0571,worker contractor work formal,4,0.2,1,2,1,0,0,0
"Fenalco has lobbied successfully against three consecutive labor reform bills that would have extended social security obligations to part-time retail workers, a sector where informal employment exceeds 64 percent according to DANE's GEIH.",fenalco lobby successfully consecutive labor reform bill extend social security obligation time retail worker sector informal employment exceed percent accord dane geih,2,critical_media,C002,33,22,35,10,0.2857,4,0.1143,5,0.1429,1,0.0286,3,0.0857,2,0.0571,labor reform obligation worker informal employment dane,7,0.3182,2,2,2,0,1,0
"The SENA's vocational training programs reach fewer than 12 percent of informal workers in intermediate cities like Montería and Quibdó, where informality rates surpass 80 percent — a gap that successive administrations have acknowledged without budgeting to close.",sena vocational training program reach few percent informal worker intermediate city like montería quibdó informality rate surpass percent gap successive administration acknowledge budget close,2,critical_media,C003,38,24,38,10,0.2632,5,0.1316,5,0.1316,0,0.0,3,0.0789,2,0.0526,informal worker informality,3,0.125,2,1,0,0,0,0
"Rappi and inDrive have operated in Colombia for over six years without a single binding ruling on the labor status of their riders, as cases pile up in labor courts whose backlog now exceeds four years in Bogotá.",rappi indrive operate colombia year single bind ruling labor status rider case pile labor court backlog exceed year bogotá,2,critical_media,C004,38,19,38,10,0.2632,4,0.1053,2,0.0526,1,0.0263,3,0.0789,2,0.0526,labor labor,2,0.1053,0,0,0,0,2,0
"The Petro administration's labor reform, which proposed extending mandatory social contributions to platform workers, was stripped of its enforcement mechanism before passing committee — following intense lobbying from the Colombian Chamber of Electronic Commerce.",petro administration labor reform propose extend mandatory social contribution platform worker strip enforcement mechanism pass committee follow intense lobbying colombian chamber electronic commerce,2,critical_media,C005,34,23,34,10,0.2941,5,0.1471,3,0.0882,0,0.0,5,0.1471,0,0.0,labor reform contribution platform worker,5,0.2174,0,2,1,1,1,0
"Colombia's Superintendencia de Subsidio Familiar has documented since 2019 that cajas de compensación exclude over 70 percent of the working population by design, yet no legislative proposal has addressed the contributory threshold that produces this exclusion.",colombia superintendencia de subsidio familiar document cajas de compensación exclude percent work population design legislative proposal address contributory threshold produce exclusion,2,critical_media,C006,36,21,37,7,0.1892,5,0.1351,1,0.027,1,0.027,7,0.1892,2,0.0541,document work threshold exclusion,4,0.1905,1,0,1,0,0,2
"In the Urabá banana export corridor, workers contracted through temporary staffing agencies — cooperativas de trabajo asociado — have no direct employment relationship with the multinational exporters whose supply chains they sustain, a structure upheld in consecutive labor court rulings.",urabá banana export corridor worker contract temporary staffing agency cooperativas de trabajo asociado direct employment relationship multinational exporter supply chain sustain structure uphold consecutive labor court ruling,2,critical_media,C007,40,27,38,15,0.3947,4,0.1053,4,0.1053,0,0.0,5,0.1316,0,0.0,worker contract employment labor,4,0.1481,1,1,1,0,1,0
"MinTrabajo's labor inspection corps has fewer than 900 inspectors for a workforce of 23 million, a ratio the ILO has flagged as inadequate since 2011 — a staffing gap that persists across every government since Uribe.",mintrabajo labor inspection corps few inspector workforce million ratio ilo flag inadequate staffing gap persist government uribe,2,critical_media,C008,36,17,36,9,0.25,3,0.0833,2,0.0556,0,0.0,3,0.0833,4,0.1111,labor inspector ilo government,4,0.2353,0,3,0,0,1,0
"The DANE GEIH consistently excludes unpaid family workers from its formal employment count, rendering invisible an estimated 1.2 million people — predominantly women in rural departments — whose labor sustains household microenterprises.",dane geih consistently exclude unpaid family worker formal employment count render invisible estimate million people predominantly woman rural department labor sustain household microenterprise,2,critical_media,C009,32,23,30,10,0.3333,4,0.1333,5,0.1667,2,0.0667,1,0.0333,2,0.0667,dane worker formal employment woman rural labor,7,0.3043,1,2,1,0,3,0
"Constructora Bolívar and other large developers in Bogotá's expanding periphery systematically subcontract masonry and finishing work through chains of three or more intermediaries, a practice that places the actual construction workers outside the reach of Ley 1429's formalization incentives.",constructora bolívar large developer bogotá expand periphery systematically subcontract masonry finishing work chain intermediary practice place actual construction worker outside reach ley formalization incentive,2,critical_media,C010,39,24,41,13,0.3171,2,0.0488,4,0.0976,1,0.0244,4,0.0976,2,0.0488,work worker formalization,3,0.125,1,1,1,0,0,0
"The Colpensiones reform debate has been captured by Asofondos, whose member AFP funds manage over 300 trillion pesos and have a direct financial interest in preventing the expansion of non-contributory coverage that would serve informal workers.",colpensiones reform debate capture asofondos member afp fund manage trillion peso direct financial interest prevent expansion non contributory coverage serve informal worker,2,critical_media,C011,36,22,37,9,0.2432,5,0.1351,5,0.1351,0,0.0,3,0.0811,2,0.0541,reform coverage informal worker,4,0.1818,1,1,1,1,0,0
"Decreto 2353 of 2015 created a voluntary affiliation mechanism for informal workers in the health system, but the monthly contribution floor — set at 12.5 percent of minimum wage — places it out of reach for the 40 percent of informal workers earning below that threshold.",decreto create voluntary affiliation mechanism informal worker health system monthly contribution floor set percent minimum wage place reach percent informal worker earn threshold,2,critical_media,C012,46,23,44,14,0.3182,4,0.0909,4,0.0909,0,0.0,1,0.0227,4,0.0909,affiliation informal worker health contribution wage informal worker earn threshold,10,0.4348,2,2,1,3,2,0
"In Medellín's popular communes, the Alcaldía's urban renewal programs have displaced over 200 informal market stalls since 2021 under the Distrito Especial zoning framework, without offering the affected vendors any formal relocation or labor transition pathway.",medellín popular commune alcaldía urban renewal program displace informal market stall distrito especial zone framework offer affected vendor formal relocation labor transition pathway,2,critical_media,C013,36,23,38,11,0.2895,3,0.0789,5,0.1316,0,0.0,4,0.1053,2,0.0526,urban informal market vendor formal labor,6,0.2609,3,0,1,0,2,0
"The ANDI's annual competitiveness report frames Colombia's non-wage labor costs — which fund social protection — as a barrier to formalization, a framing that treats employer contribution obligations as a burden rather than a floor for worker rights.",andi annual competitiveness report frame colombia non wage labor cost fund social protection barrier formalization framing treat employer contribution obligation burden floor worker right,2,critical_media,C014,38,24,39,15,0.3846,3,0.0769,4,0.1026,1,0.0256,2,0.0513,0,0.0,wage labor cost protection formalization employer contribution obligation worker,9,0.375,0,2,2,2,3,0
Cuestión Pública documented in 2022 that eight of the ten largest cleaning and security outsourcing firms operating in Colombian state buildings had active penalties from the UGPP for underreporting contribution bases — yet all held active government contracts.,cuestión pública document large cleaning security outsourcing firm operate colombian state building active penalty ugpp underreporte contribution basis hold active government contract,2,critical_media,C015,38,22,37,11,0.2973,5,0.1351,4,0.1081,0,0.0,3,0.0811,3,0.0811,document contribution government contract,4,0.1818,0,1,1,1,0,1
"The Ministerio de Hacienda's medium-term fiscal framework has reduced the budget allocation for active labor market programs by 18 percent in real terms since 2018, a cut that has fallen disproportionately on programs targeting informal workers in rural municipalities.",ministerio de hacienda medium term fiscal framework reduce budget allocation active labor market program percent real term cut fall disproportionately program target informal worker rural municipality,2,critical_media,C016,39,26,41,13,0.3171,3,0.0732,6,0.1463,1,0.0244,3,0.0732,2,0.0488,labor market informal worker rural municipality,6,0.2308,2,2,0,0,2,0
Colombia's Zona Franca Permanente regime grants participating firms reduced payroll contribution rates without requiring them to demonstrate that the subsidy translates into formal employment creation — a regulatory gap that has persisted through four consecutive DIAN audits.,colombia zona franca permanente regime grant participate firm reduce payroll contribution rate require demonstrate subsidy translate formal employment creation regulatory gap persist consecutive dian audits,2,critical_media,C017,37,25,37,11,0.2973,6,0.1622,3,0.0811,0,0.0,5,0.1351,1,0.027,contribution formal employment regulatory,4,0.16,1,0,2,1,0,0
"La Silla Vacía reported in 2023 that the congressional committee tasked with reviewing the labor reform included seven representatives with declared financial interests in sectors — retail, construction, and domestic services — where informal employment is structurally dominant.",la silla vacía report congressional committee task review labor reform include seven representative declare financial interest sector retail construction domestic service informal employment structurally dominant,2,critical_media,C018,38,25,36,10,0.2778,5,0.1389,5,0.1389,1,0.0278,3,0.0833,2,0.0556,labor reform domestic informal employment,5,0.2,2,0,1,0,2,0
"The Prosperidad Social conditional cash transfer program reaches 3 million households in informal employment, but its design explicitly prohibits recipients from accumulating pension contributions — a restriction that entrenches the informality it claims to alleviate.",prosperidad social conditional cash transfer program reach million household informal employment design explicitly prohibit recipient accumulate pension contribution restriction entrench informality claim alleviate,2,critical_media,C019,35,23,34,11,0.3235,6,0.1765,2,0.0588,1,0.0294,2,0.0588,2,0.0588,cash informal employment pension contribution informality,6,0.2609,3,0,0,2,1,0
"In Buenaventura, where the port generates over 60 percent of Colombia's containerized trade, the dominant stevedoring cooperatives operate under civil contracts that have been challenged in 14 separate tutelas since 2017 — none of which has produced a binding labor reclassification.",buenaventura port generate percent colombia containerized trade dominant stevedoring cooperative operate civil contract challenge separate tutela produce bind labor reclassification,2,critical_media,C020,41,20,41,9,0.2195,5,0.122,5,0.122,0,0.0,2,0.0488,3,0.0732,cooperative contract labor,3,0.15,0,1,1,0,1,0
"The Contraloría General found in its 2022 audit that Ley 1429's payroll tax exemptions for new formal hires cost the national treasury 1.4 trillion pesos between 2011 and 2021, with no measurable net increase in formal employment in the targeted firm-size segment.",contraloría general find audit ley payroll tax exemption new formal hire cost national treasury trillion peso measurable net increase formal employment targeted firm size segment,2,critical_media,C021,42,25,44,10,0.2273,2,0.0455,7,0.1591,0,0.0,5,0.1136,6,0.1364,formal cost formal employment,4,0.16,1,0,2,0,1,0
"Mintransporte's regulatory framework for app-based freight platforms has been in draft since 2021, a delay that leaves an estimated 180,000 platform-dependent truck operators without any defined labor or social protection status.",mintransporte regulatory framework app base freight platform draft delay leave estimate platform dependent truck operator define labor social protection status,2,critical_media,C022,31,20,34,12,0.3529,4,0.1176,3,0.0882,0,0.0,1,0.0294,2,0.0588,regulatory platform leave platform labor protection,6,0.3,0,2,1,2,1,0
"The Cámara de Representantes has voted down three consecutive proposals to extend occupational risk insurance to own-account workers, with ANDI and Fenalco publicly opposing each bill on grounds of contribution cost increases to client firms.",cámara de representantes vote consecutive proposal extend occupational risk insurance account worker andi fenalco publicly oppose bill ground contribution cost increase client firm,2,critical_media,C023,35,23,36,12,0.3333,3,0.0833,3,0.0833,1,0.0278,4,0.1111,1,0.0278,worker contribution cost,3,0.1304,0,1,0,1,1,0
"In Bogotá's Kennedy and Bosa localities, where informality exceeds 72 percent, the Secretaría de Desarrollo Económico's formalization programs have a combined annual budget of 4,200 million pesos — less than the cost of one kilometer of TransMilenio infrastructure.",bogotá kennedy bosa locality informality exceed percent secretaría de desarrollo económico formalization program combine annual budget million peso cost kilometer transmilenio infrastructure,2,critical_media,C024,38,22,39,10,0.2564,3,0.0769,2,0.0513,0,0.0,8,0.2051,4,0.1026,informality formalization cost,3,0.1364,1,0,1,0,1,0
The Ministerio del Trabajo's own evaluations of the formalización empresarial program show that 68 percent of firms that registered under the scheme returned to informality within 24 months — a recidivism rate that the ministry has not publicly acknowledged.,ministerio del trabajo evaluation formalización empresarial program percent firm register scheme return informality month recidivism rate ministry publicly acknowledge,2,critical_media,C025,39,19,39,10,0.2564,4,0.1026,2,0.0513,1,0.0256,4,0.1026,2,0.0513,register informality ministry,3,0.1579,1,1,1,0,0,0
"Domestic workers in Colombia gained formal labor rights under Ley 1788 of 2016, yet DANE data show that social security affiliation among this group has increased by fewer than 8 percentage points in the seven years since the law took effect.",domestic worker colombia gain formal labor right ley dane datum social security affiliation group increase few percentage point seven year law take effect,2,critical_media,C026,41,23,41,12,0.2927,4,0.0976,4,0.0976,0,0.0,3,0.0732,4,0.0976,domestic worker formal labor dane affiliation law,7,0.3043,0,2,2,1,2,0
"The Corte Constitucional's 2021 ruling on platform work established a presumption of employment for app-based delivery workers, but MinTrabajo has issued no regulatory guidance implementing the ruling, leaving its application entirely to case-by-case judicial interpretation.",corte constitucional ruling platform work establish presumption employment app base delivery worker mintrabajo issue regulatory guidance implement ruling leave application entirely case case judicial interpretation,2,critical_media,C027,35,25,39,14,0.359,5,0.1282,2,0.0513,1,0.0256,3,0.0769,1,0.0256,platform work employment worker regulatory leave,6,0.24,2,2,1,1,0,0
Cuestión Pública found that the 12 largest flower exporters in Cundinamarca and Boyacá — collectively the country's second-largest agricultural export sector — employed over 40 percent of their harvest-season workforce through day-labor arrangements with no social security registration.,cuestión pública find large flower exporter cundinamarca boyacá collectively country second large agricultural export sector employ percent harvest season workforce day labor arrangement social security registration,2,critical_media,C028,38,26,40,14,0.35,2,0.05,4,0.1,2,0.05,4,0.1,2,0.05,labor registration,2,0.0769,0,0,1,0,1,0
